latitud,longitud,co2,fecha
14.617329 ,-90.5577767,252,2017-10-0914:20:47
14.599791,-90.5603007,352,2017-10-0914:20:48
14.600165,-90.5613953,346,2017-10-0914:20:49
14.600617,-90.5621353,279,2017-10-0914:20:50
14.60123,-90.5626773,219,2017-10-0914:20:51
14.602154,-90.5626453,128,2017-10-0914:20:52
14.602154,-90.5626453,207,2017-10-0914:20:53
14.603306,-90.5619693,259,2017-10-0914:20:54
14.6051149,-90.5603469,283,2017-10-0914:20:55
14.604715,-90.5609583,233,2017-10-0914:20:56
14.605338,-90.5605023,270,2017-10-0914:20:57
14.606263,-90.5599273,295,2017-10-0914:20:58
14.607182,-90.5591653,332,2017-10-0914:20:59
14.608106,-90.5585483,316,2017-10-0914:21:00
14.608615, -90.5581243,400,2017-10-0914:21:01
14.609274,-90.5577433,339,2017-10-0914:21:02
14.6117038 ,-90.5554317,342,2017-10-0914:21:03
14.611086,-90.5565153,226,2017-10-0914:21:04
14.611719,-90.5560973,349,2017-10-0914:21:05
14.611719,-90.5560973,344,2017-10-0914:21:06
14.612887,-90.5555983,160,2017-10-0914:21:07
14.613681 ,-90.5553033,265,2017-10-0914:21:08
14.614631,-90.5552983,277,2017-10-0914:21:09
14.618472,-90.5579157,198,2017-10-0914:21:10
14.619437,-90.5585167,356,2017-10-0914:21:11
14.620683,-90.5592247,222,2017-10-0914:21:12
14.62141,-90.5596217,207,2017-10-0914:21:13
14.62276 ,-90.5600397,230,2017-10-0914:21:14
14.623372,-90.5605227,128,2017-10-0914:21:15
14.623756,-90.5604157,311,2017-10-0914:21:16
14.623559,-90.5608987,189,2017-10-0914:21:17
14.623403,-90.5611777,209,2017-10-0914:21:18
14.622832,-90.5621437,287,2017-10-0914:21:19
14.622375,-90.5621757,166,2017-10-0914:21:20
14.621534,-90.5616817,238,2017-10-0914:21:21
14.621212,-90.5612097,300,2017-10-0914:21:22
14.621866,-90.5600727,299,2017-10-0914:21:23
14.620039,-90.5591287,300,2017-10-0914:21:24
14.617329 ,-90.5577767,287,2017-10-0914:21:25
14.599791,-90.5603007,155,2017-10-0914:21:26
14.600165,-90.5613953,255,2017-10-0914:21:27
14.600617,-90.5621353,335,2017-10-0914:21:28
14.60123,-90.5626773,218,2017-10-0914:21:29
14.602154,-90.5626453,395,2017-10-0914:21:30
14.602154,-90.5626453,324,2017-10-0914:21:31
14.603306,-90.5619693,251,2017-10-0914:21:32
14.6051149,-90.5603469,102,2017-10-0914:21:33
14.604715,-90.5609583,282,2017-10-0914:21:34
14.605338,-90.5605023,179,2017-10-0914:21:35
14.606263,-90.5599273,245,2017-10-0914:21:36
14.607182,-90.5591653,257,2017-10-0914:21:37
14.608106,-90.5585483,295,2017-10-0914:21:38
14.608615, -90.5581243,184,2017-10-0914:21:39
14.609274,-90.5577433,175,2017-10-0914:21:40
14.6117038 ,-90.5554317,129,2017-10-0914:21:41
14.611086,-90.5565153,380,2017-10-0914:21:42
14.611719,-90.5560973,332,2017-10-0914:21:43
14.611719,-90.5560973,207,2017-10-0914:21:44
14.612887,-90.5555983,289,2017-10-0914:21:45
14.613681 ,-90.5553033,169,2017-10-0914:21:46
14.614631,-90.5552983,154,2017-10-0914:21:47
14.618472,-90.5579157,154,2017-10-0914:21:48
14.619437,-90.5585167,384,2017-10-0914:21:49
14.620683,-90.5592247,282,2017-10-0914:21:50
14.62141,-90.5596217,160,2017-10-0914:21:51
14.62276 ,-90.5600397,129,2017-10-0914:21:52
14.623372,-90.5605227,204,2017-10-0914:21:53
14.623756,-90.5604157,206,2017-10-0914:21:54
14.623559,-90.5608987,313,2017-10-0914:21:55
14.623403,-90.5611777,398,2017-10-0914:21:56
14.622832,-90.5621437,239,2017-10-0914:21:57
14.622375,-90.5621757,256,2017-10-0914:21:58
14.621534,-90.5616817,124,2017-10-0914:21:59
14.621212,-90.5612097,234,2017-10-0914:22:00
14.621866,-90.5600727,108,2017-10-0914:22:01
14.620039,-90.5591287,188,2017-10-0914:22:02
14.617329 ,-90.5577767,373,2017-10-0914:22:03
14.599791,-90.5603007,132,2017-10-0914:22:04
14.600165,-90.5613953,326,2017-10-0914:22:05
14.600617,-90.5621353,222,2017-10-0914:22:06
14.60123,-90.5626773,216,2017-10-0914:22:07
14.602154,-90.5626453,304,2017-10-0914:22:08
14.602154,-90.5626453,351,2017-10-0914:22:09
14.603306,-90.5619693,285,2017-10-0914:22:10
14.6051149,-90.5603469,267,2017-10-0914:22:11
14.604715,-90.5609583,135,2017-10-0914:22:12
14.605338,-90.5605023,286,2017-10-0914:22:13
14.606263,-90.5599273,372,2017-10-0914:22:14
14.607182,-90.5591653,351,2017-10-0914:22:15
14.608106,-90.5585483,180,2017-10-0914:22:16
14.608615, -90.5581243,382,2017-10-0914:22:17
14.609274,-90.5577433,115,2017-10-0914:22:18
14.6117038 ,-90.5554317,379,2017-10-0914:22:19
14.611086,-90.5565153,362,2017-10-0914:22:20
14.611719,-90.5560973,203,2017-10-0914:22:21
14.611719,-90.5560973,165,2017-10-0914:22:22
14.612887,-90.5555983,203,2017-10-0914:22:23
14.613681 ,-90.5553033,130,2017-10-0914:22:24
14.614631,-90.5552983,135,2017-10-0914:22:25
14.618472,-90.5579157,251,2017-10-0914:22:26
14.619437,-90.5585167,140,2017-10-0914:22:27
14.620683,-90.5592247,263,2017-10-0914:22:28
14.62141,-90.5596217,166,2017-10-0914:22:29
14.62276 ,-90.5600397,193,2017-10-0914:22:30
14.623372,-90.5605227,155,2017-10-0914:22:31
14.623756,-90.5604157,358,2017-10-0914:22:32
14.623559,-90.5608987,129,2017-10-0914:22:33
14.623403,-90.5611777,131,2017-10-0914:22:34
14.622832,-90.5621437,308,2017-10-0914:22:35
14.622375,-90.5621757,355,2017-10-0914:22:36
14.621534,-90.5616817,217,2017-10-0914:22:37
14.621212,-90.5612097,123,2017-10-0914:22:38
14.621866,-90.5600727,133,2017-10-0914:22:39
14.620039,-90.5591287,230,2017-10-0914:22:40
14.617329 ,-90.5577767,159,2017-10-0914:22:41
14.599791,-90.5603007,238,2017-10-0914:22:42
14.600165,-90.5613953,341,2017-10-0914:22:43
14.600617,-90.5621353,256,2017-10-0914:22:44
14.60123,-90.5626773,164,2017-10-0914:22:45
14.602154,-90.5626453,209,2017-10-0914:22:46
14.602154,-90.5626453,351,2017-10-0914:22:47
14.603306,-90.5619693,330,2017-10-0914:22:48
14.6051149,-90.5603469,220,2017-10-0914:22:49
14.604715,-90.5609583,136,2017-10-0914:22:50
14.605338,-90.5605023,314,2017-10-0914:22:51
14.606263,-90.5599273,128,2017-10-0914:22:52
14.607182,-90.5591653,180,2017-10-0914:22:53
14.608106,-90.5585483,299,2017-10-0914:22:54
14.608615, -90.5581243,266,2017-10-0914:22:55
14.609274,-90.5577433,127,2017-10-0914:22:56
14.6117038 ,-90.5554317,103,2017-10-0914:22:57
14.611086,-90.5565153,398,2017-10-0914:22:58
14.611719,-90.5560973,360,2017-10-0914:22:59
14.611719,-90.5560973,262,2017-10-0914:23:00
14.612887,-90.5555983,174,2017-10-0914:23:01
14.613681 ,-90.5553033,257,2017-10-0914:23:02
14.614631,-90.5552983,221,2017-10-0914:23:03
14.618472,-90.5579157,106,2017-10-0914:23:04
14.619437,-90.5585167,287,2017-10-0914:23:05
14.620683,-90.5592247,399,2017-10-0914:23:06
14.62141,-90.5596217,385,2017-10-0914:23:07
14.62276 ,-90.5600397,321,2017-10-0914:23:08
14.623372,-90.5605227,168,2017-10-0914:23:09
14.623756,-90.5604157,289,2017-10-0914:23:10
14.623559,-90.5608987,297,2017-10-0914:23:11
14.623403,-90.5611777,319,2017-10-0914:23:12
14.622832,-90.5621437,140,2017-10-0914:23:13
14.622375,-90.5621757,383,2017-10-0914:23:14
14.621534,-90.5616817,163,2017-10-0914:23:15
14.621212,-90.5612097,198,2017-10-0914:23:16
14.621866,-90.5600727,378,2017-10-0914:23:17
14.620039,-90.5591287,258,2017-10-0914:23:18
14.617329 ,-90.5577767,254,2017-10-0914:23:19
14.599791,-90.5603007,212,2017-10-0914:23:20
14.600165,-90.5613953,201,2017-10-0914:23:21
14.600617,-90.5621353,291,2017-10-0914:23:22
14.60123,-90.5626773,181,2017-10-0914:23:23
14.602154,-90.5626453,397,2017-10-0914:23:24
14.602154,-90.5626453,231,2017-10-0914:23:25
14.603306,-90.5619693,289,2017-10-0914:23:26
14.6051149,-90.5603469,163,2017-10-0914:23:27
14.604715,-90.5609583,238,2017-10-0914:23:28
14.605338,-90.5605023,273,2017-10-0914:23:29
14.606263,-90.5599273,95,2017-10-0914:23:30
14.607182,-90.5591653,209,2017-10-0914:23:31
14.608106,-90.5585483,287,2017-10-0914:23:32
14.608615, -90.5581243,341,2017-10-0914:23:33
14.609274,-90.5577433,264,2017-10-0914:23:34
14.6117038 ,-90.5554317,379,2017-10-0914:23:35
14.611086,-90.5565153,358,2017-10-0914:23:36
14.611719,-90.5560973,431,2017-10-0914:23:37
14.611719,-90.5560973,295,2017-10-0914:23:38
14.612887,-90.5555983,470,2017-10-0914:23:39
14.613681 ,-90.5553033,451,2017-10-0914:23:40
14.614631,-90.5552983,465,2017-10-0914:23:41
14.618472,-90.5579157,316,2017-10-0914:23:42
14.619437,-90.5585167,335,2017-10-0914:23:43
14.620683,-90.5592247,451,2017-10-0914:23:44
14.62141,-90.5596217,325,2017-10-0914:23:45
14.62276 ,-90.5600397,434,2017-10-0914:23:46
14.623372,-90.5605227,448,2017-10-0914:23:47
14.623756,-90.5604157,466,2017-10-0914:23:48
14.623559,-90.5608987,475,2017-10-0914:23:49
14.623403,-90.5611777,305,2017-10-0914:23:50
14.622832,-90.5621437,427,2017-10-0914:23:51
14.622375,-90.5621757,289,2017-10-0914:23:52
14.621534,-90.5616817,407,2017-10-0914:23:53
14.621212,-90.5612097,490,2017-10-0914:23:54
14.621866,-90.5600727,355,2017-10-0914:23:55
14.620039,-90.5591287,273,2017-10-0914:23:56
14.617329 ,-90.5577767,499,2017-10-0914:23:57
14.599791,-90.5603007,454,2017-10-0914:23:58
14.600165,-90.5613953,336,2017-10-0914:23:59
14.600617,-90.5621353,484,2017-10-0914:24:00
14.60123,-90.5626773,276,2017-10-0914:24:01
14.602154,-90.5626453,499,2017-10-0914:24:02
14.602154,-90.5626453,341,2017-10-0914:24:03
14.603306,-90.5619693,377,2017-10-0914:24:04
14.6051149,-90.5603469,445,2017-10-0914:24:05
14.604715,-90.5609583,310,2017-10-0914:24:06
14.605338,-90.5605023,425,2017-10-0914:24:07
14.606263,-90.5599273,407,2017-10-0914:24:08
14.607182,-90.5591653,433,2017-10-0914:24:09
14.608106,-90.5585483,364,2017-10-0914:24:10
14.608615, -90.5581243,461,2017-10-0914:24:11
14.609274,-90.5577433,447,2017-10-0914:24:12
14.6117038 ,-90.5554317,356,2017-10-0914:24:13
14.611086,-90.5565153,462,2017-10-0914:24:14
14.611719,-90.5560973,487,2017-10-0914:24:15
14.611719,-90.5560973,386,2017-10-0914:24:16
14.612887,-90.5555983,381,2017-10-0914:24:17
14.613681 ,-90.5553033,288,2017-10-0914:24:18
14.614631,-90.5552983,475,2017-10-0914:24:19
14.618472,-90.5579157,412,2017-10-0914:24:20
14.619437,-90.5585167,336,2017-10-0914:24:21
14.620683,-90.5592247,256,2017-10-0914:24:22
14.62141,-90.5596217,424,2017-10-0914:24:23
14.62276 ,-90.5600397,285,2017-10-0914:24:24
14.623372,-90.5605227,267,2017-10-0914:24:25
14.623756,-90.5604157,315,2017-10-0914:24:26
14.623559,-90.5608987,323,2017-10-0914:24:27
14.623403,-90.5611777,421,2017-10-0914:24:28
14.622832,-90.5621437,270,2017-10-0914:24:29
14.622375,-90.5621757,281,2017-10-0914:24:30
14.621534,-90.5616817,398,2017-10-0914:24:31
14.621212,-90.5612097,451,2017-10-0914:24:32
14.621866,-90.5600727,432,2017-10-0914:24:33
14.620039,-90.5591287,276,2017-10-0914:24:34
14.617329 ,-90.5577767,343,2017-10-0914:24:35
14.599791,-90.5603007,285,2017-10-0914:24:36
14.600165,-90.5613953,405,2017-10-0914:24:37
14.600617,-90.5621353,319,2017-10-0914:24:38
14.60123,-90.5626773,496,2017-10-0914:24:39
14.602154,-90.5626453,453,2017-10-0914:24:40
14.602154,-90.5626453,297,2017-10-0914:24:41
14.603306,-90.5619693,439,2017-10-0914:24:42
14.6051149,-90.5603469,255,2017-10-0914:24:43
14.604715,-90.5609583,476,2017-10-0914:24:44
14.605338,-90.5605023,373,2017-10-0914:24:45
14.606263,-90.5599273,316,2017-10-0914:24:46
14.607182,-90.5591653,292,2017-10-0914:24:47
14.608106,-90.5585483,309,2017-10-0914:24:48
14.608615, -90.5581243,314,2017-10-0914:24:49
14.609274,-90.5577433,406,2017-10-0914:24:50
14.6117038 ,-90.5554317,387,2017-10-0914:24:51
14.611086,-90.5565153,437,2017-10-0914:24:52
14.611719,-90.5560973,493,2017-10-0914:24:53
14.611719,-90.5560973,365,2017-10-0914:24:54
14.612887,-90.5555983,382,2017-10-0914:24:55
14.613681 ,-90.5553033,467,2017-10-0914:24:56
14.614631,-90.5552983,496,2017-10-0914:24:57
14.618472,-90.5579157,266,2017-10-0914:24:58
14.619437,-90.5585167,446,2017-10-0914:24:59
14.620683,-90.5592247,381,2017-10-0914:25:00
14.62141,-90.5596217,401,2017-10-0914:25:01
14.62276 ,-90.5600397,322,2017-10-0914:25:02
14.623372,-90.5605227,436,2017-10-0914:25:03
14.623756,-90.5604157,308,2017-10-0914:25:04
14.623559,-90.5608987,490,2017-10-0914:25:05
14.623403,-90.5611777,405,2017-10-0914:25:06
14.622832,-90.5621437,409,2017-10-0914:25:07
14.622375,-90.5621757,450,2017-10-0914:25:08
14.621534,-90.5616817,350,2017-10-0914:25:09
14.621212,-90.5612097,487,2017-10-0914:25:10
14.621866,-90.5600727,487,2017-10-0914:25:11
14.620039,-90.5591287,413,2017-10-0914:25:12
14.617329 ,-90.5577767,303,2017-10-0914:25:13
14.599791,-90.5603007,402,2017-10-0914:25:14
14.600165,-90.5613953,478,2017-10-0914:25:15
14.600617,-90.5621353,278,2017-10-0914:25:16
14.60123,-90.5626773,409,2017-10-0914:25:17
14.602154,-90.5626453,362,2017-10-0914:25:18
14.602154,-90.5626453,362,2017-10-0914:25:19
14.603306,-90.5619693,337,2017-10-0914:25:20
14.6051149,-90.5603469,499,2017-10-0914:25:21
14.604715,-90.5609583,301,2017-10-0914:25:22
14.605338,-90.5605023,329,2017-10-0914:25:23
14.606263,-90.5599273,317,2017-10-0914:25:24
14.607182,-90.5591653,454,2017-10-0914:25:25
14.608106,-90.5585483,267,2017-10-0914:25:26
14.608615, -90.5581243,323,2017-10-0914:25:27
14.609274,-90.5577433,253,2017-10-0914:25:28
14.6117038 ,-90.5554317,317,2017-10-0914:25:29
14.611086,-90.5565153,467,2017-10-0914:25:30
14.611719,-90.5560973,442,2017-10-0914:25:31
14.611719,-90.5560973,481,2017-10-0914:25:32
14.612887,-90.5555983,462,2017-10-0914:25:33
14.613681 ,-90.5553033,485,2017-10-0914:25:34
14.614631,-90.5552983,314,2017-10-0914:25:35
14.618472,-90.5579157,461,2017-10-0914:25:36
14.619437,-90.5585167,403,2017-10-0914:25:37
14.620683,-90.5592247,317,2017-10-0914:25:38
14.62141,-90.5596217,464,2017-10-0914:25:39
14.62276 ,-90.5600397,251,2017-10-0914:25:40
14.623372,-90.5605227,400,2017-10-0914:25:41
14.623756,-90.5604157,362,2017-10-0914:25:42
14.623559,-90.5608987,269,2017-10-0914:25:43
14.623403,-90.5611777,283,2017-10-0914:25:44
14.622832,-90.5621437,272,2017-10-0914:25:45
14.622375,-90.5621757,365,2017-10-0914:25:46
14.621534,-90.5616817,457,2017-10-0914:25:47
14.621212,-90.5612097,406,2017-10-0914:25:48
14.621866,-90.5600727,454,2017-10-0914:25:49
14.620039,-90.5591287,376,2017-10-0914:25:50
14.617329 ,-90.5577767,366,2017-10-0914:25:51
14.599791,-90.5603007,414,2017-10-0914:25:52
14.600165,-90.5613953,362,2017-10-0914:25:53
14.600617,-90.5621353,378,2017-10-0914:25:54
14.60123,-90.5626773,415,2017-10-0914:25:55
14.602154,-90.5626453,354,2017-10-0914:25:56
14.602154,-90.5626453,466,2017-10-0914:25:57
14.603306,-90.5619693,406,2017-10-0914:25:58
14.6051149,-90.5603469,310,2017-10-0914:25:59
14.604715,-90.5609583,305,2017-10-0914:26:00
14.605338,-90.5605023,272,2017-10-0914:26:01
14.606263,-90.5599273,470,2017-10-0914:26:02
14.607182,-90.5591653,363,2017-10-0914:26:03
14.608106,-90.5585483,380,2017-10-0914:26:04
14.608615, -90.5581243,490,2017-10-0914:26:05
14.609274,-90.5577433,498,2017-10-0914:26:06
14.6117038 ,-90.5554317,407,2017-10-0914:26:07
14.611086,-90.5565153,301,2017-10-0914:26:08
14.611719,-90.5560973,370,2017-10-0914:26:09
14.611719,-90.5560973,377,2017-10-0914:26:10
14.612887,-90.5555983,275,2017-10-0914:26:11
14.613681 ,-90.5553033,385,2017-10-0914:26:12
14.614631,-90.5552983,350,2017-10-0914:26:13
14.618472,-90.5579157,337,2017-10-0914:26:14
14.619437,-90.5585167,482,2017-10-0914:26:15
14.620683,-90.5592247,347,2017-10-0914:26:16
14.62141,-90.5596217,407,2017-10-0914:26:17
14.62276 ,-90.5600397,399,2017-10-0914:26:18
14.623372,-90.5605227,452,2017-10-0914:26:19
14.623756,-90.5604157,356,2017-10-0914:26:20
14.623559,-90.5608987,305,2017-10-0914:26:21
14.623403,-90.5611777,370,2017-10-0914:26:22
14.622832,-90.5621437,462,2017-10-0914:26:23
14.622375,-90.5621757,303,2017-10-0914:26:24
14.621534,-90.5616817,284,2017-10-0914:26:25
14.621212,-90.5612097,325,2017-10-0914:26:26
14.621866,-90.5600727,451,2017-10-0914:26:27
14.620039,-90.5591287,444,2017-10-0914:26:28
14.617329 ,-90.5577767,443,2017-10-0914:26:29
14.599791,-90.5603007,340,2017-10-0914:26:30
14.600165,-90.5613953,483,2017-10-0914:26:31
14.600617,-90.5621353,278,2017-10-0914:26:32
14.60123,-90.5626773,385,2017-10-0914:26:33
14.602154,-90.5626453,470,2017-10-0914:26:34
14.602154,-90.5626453,280,2017-10-0914:26:35
14.603306,-90.5619693,425,2017-10-0914:26:36
14.6051149,-90.5603469,322,2017-10-0914:26:37
14.604715,-90.5609583,487,2017-10-0914:26:38
14.605338,-90.5605023,488,2017-10-0914:26:39
14.606263,-90.5599273,371,2017-10-0914:26:40
14.607182,-90.5591653,362,2017-10-0914:26:41
14.608106,-90.5585483,451,2017-10-0914:26:42
14.608615, -90.5581243,354,2017-10-0914:26:43
14.609274,-90.5577433,392,2017-10-0914:26:44
14.6117038 ,-90.5554317,258,2017-10-0914:26:45
14.611086,-90.5565153,409,2017-10-0914:26:46
14.611719,-90.5560973,304,2017-10-0914:26:47
14.611719,-90.5560973,344,2017-10-0914:26:48
14.612887,-90.5555983,395,2017-10-0914:26:49
14.613681 ,-90.5553033,375,2017-10-0914:26:50
14.614631,-90.5552983,430,2017-10-0914:26:51
14.618472,-90.5579157,472,2017-10-0914:26:52
14.619437,-90.5585167,392,2017-10-0914:26:53
14.620683,-90.5592247,377,2017-10-0914:26:54
14.62141,-90.5596217,472,2017-10-0914:26:55
14.62276 ,-90.5600397,279,2017-10-0914:26:56
14.623372,-90.5605227,303,2017-10-0914:26:57
14.623756,-90.5604157,254,2017-10-0914:26:58
14.623559,-90.5608987,331,2017-10-0914:26:59
14.623403,-90.5611777,343,2017-10-0914:27:00
14.622832,-90.5621437,417,2017-10-0914:27:01
14.622375,-90.5621757,338,2017-10-0914:27:02
14.621534,-90.5616817,364,2017-10-0914:27:03
14.621212,-90.5612097,473,2017-10-0914:27:04
14.621866,-90.5600727,319,2017-10-0914:27:05
14.620039,-90.5591287,344,2017-10-0914:27:06
14.617329 ,-90.5577767,453,2017-10-0914:27:07
14.599791,-90.5603007,334,2017-10-0914:27:08
14.600165,-90.5613953,295,2017-10-0914:27:09
14.600617,-90.5621353,371,2017-10-0914:27:10
14.60123,-90.5626773,471,2017-10-0914:27:11
14.602154,-90.5626453,316,2017-10-0914:27:12
14.602154,-90.5626453,455,2017-10-0914:27:13
14.603306,-90.5619693,490,2017-10-0914:27:14
14.6051149,-90.5603469,500,2017-10-0914:27:15
14.604715,-90.5609583,484,2017-10-0914:27:16
14.605338,-90.5605023,250,2017-10-0914:27:17
14.606263,-90.5599273,474,2017-10-0914:27:18
14.607182,-90.5591653,282,2017-10-0914:27:19
14.608106,-90.5585483,473,2017-10-0914:27:20
14.608615, -90.5581243,428,2017-10-0914:27:21
14.609274,-90.5577433,338,2017-10-0914:27:22
14.6117038 ,-90.5554317,323,2017-10-0914:27:23
14.611086,-90.5565153,301,2017-10-0914:27:24
14.611719,-90.5560973,451,2017-10-0914:27:25
14.611719,-90.5560973,342,2017-10-0914:27:26
14.612887,-90.5555983,481,2017-10-0914:27:27
14.613681 ,-90.5553033,365,2017-10-0914:27:28
14.614631,-90.5552983,310,2017-10-0914:27:29
14.618472,-90.5579157,365,2017-10-0914:27:30
14.619437,-90.5585167,352,2017-10-0914:27:31
14.620683,-90.5592247,432,2017-10-0914:27:32
14.62141,-90.5596217,367,2017-10-0914:27:33
14.62276 ,-90.5600397,393,2017-10-0914:27:34
14.623372,-90.5605227,356,2017-10-0914:27:35
14.623756,-90.5604157,477,2017-10-0914:27:36
14.623559,-90.5608987,377,2017-10-0914:27:37
14.623403,-90.5611777,369,2017-10-0914:27:38
14.622832,-90.5621437,322,2017-10-0914:27:39
14.622375,-90.5621757,389,2017-10-0914:27:40
14.621534,-90.5616817,470,2017-10-0914:27:41
14.621212,-90.5612097,473,2017-10-0914:27:42
14.621866,-90.5600727,328,2017-10-0914:27:43
14.620039,-90.5591287,360,2017-10-0914:27:44
14.617329 ,-90.5577767,359,2017-10-0914:27:45
14.599791,-90.5603007,493,2017-10-0914:27:46
14.600165,-90.5613953,369,2017-10-0914:27:47
14.600617,-90.5621353,303,2017-10-0914:27:48
14.60123,-90.5626773,331,2017-10-0914:27:49
14.602154,-90.5626453,371,2017-10-0914:27:50
14.602154,-90.5626453,455,2017-10-0914:27:51
14.603306,-90.5619693,463,2017-10-0914:27:52
14.6051149,-90.5603469,252,2017-10-0914:27:53
14.604715,-90.5609583,270,2017-10-0914:27:54
14.605338,-90.5605023,439,2017-10-0914:27:55
14.606263,-90.5599273,267,2017-10-0914:27:56
14.607182,-90.5591653,438,2017-10-0914:27:57
14.608106,-90.5585483,286,2017-10-0914:27:58
14.608615, -90.5581243,397,2017-10-0914:27:59
14.609274,-90.5577433,411,2017-10-0914:28:00
14.6117038 ,-90.5554317,386,2017-10-0914:28:01
14.611086,-90.5565153,450,2017-10-0914:28:02
14.611719,-90.5560973,298,2017-10-0914:28:03
14.611719,-90.5560973,407,2017-10-0914:28:04
14.612887,-90.5555983,369,2017-10-0914:28:05
14.613681 ,-90.5553033,374,2017-10-0914:28:06
14.614631,-90.5552983,273,2017-10-0914:28:07
14.618472,-90.5579157,321,2017-10-0914:28:08
14.619437,-90.5585167,426,2017-10-0914:28:09
14.620683,-90.5592247,391,2017-10-0914:28:10
14.62141,-90.5596217,320,2017-10-0914:28:11
14.62276 ,-90.5600397,319,2017-10-0914:28:12
14.623372,-90.5605227,483,2017-10-0914:28:13
14.623756,-90.5604157,408,2017-10-0914:28:14
14.623559,-90.5608987,454,2017-10-0914:28:15
14.623403,-90.5611777,465,2017-10-0914:28:16
14.622832,-90.5621437,405,2017-10-0914:28:17
14.622375,-90.5621757,404,2017-10-0914:28:18
14.621534,-90.5616817,435,2017-10-0914:28:19
14.621212,-90.5612097,301,2017-10-0914:28:20
14.621866,-90.5600727,375,2017-10-0914:28:21
14.620039,-90.5591287,338,2017-10-0914:28:22
14.617329 ,-90.5577767,265,2017-10-0914:28:23
14.599791,-90.5603007,273,2017-10-0914:28:24
14.600165,-90.5613953,334,2017-10-0914:28:25
14.600617,-90.5621353,457,2017-10-0914:28:26
14.60123,-90.5626773,425,2017-10-0914:28:27
14.602154,-90.5626453,411,2017-10-0914:28:28
14.602154,-90.5626453,326,2017-10-0914:28:29
14.603306,-90.5619693,448,2017-10-0914:28:30
14.6051149,-90.5603469,422,2017-10-0914:28:31
14.604715,-90.5609583,324,2017-10-0914:28:32
14.605338,-90.5605023,382,2017-10-0914:28:33
14.606263,-90.5599273,270,2017-10-0914:28:34
14.607182,-90.5591653,425,2017-10-0914:28:35
14.608106,-90.5585483,262,2017-10-0914:28:36
14.608615, -90.5581243,290,2017-10-0914:28:37
14.609274,-90.5577433,430,2017-10-0914:28:38
14.6117038 ,-90.5554317,485,2017-10-0914:28:39
14.611086,-90.5565153,444,2017-10-0914:28:40
14.611719,-90.5560973,389,2017-10-0914:28:41
14.611719,-90.5560973,411,2017-10-0914:28:42
14.612887,-90.5555983,266,2017-10-0914:28:43
14.613681 ,-90.5553033,344,2017-10-0914:28:44
14.614631,-90.5552983,435,2017-10-0914:28:45
14.618472,-90.5579157,282,2017-10-0914:28:46
14.619437,-90.5585167,431,2017-10-0914:28:47
14.620683,-90.5592247,396,2017-10-0914:28:48
14.62141,-90.5596217,293,2017-10-0914:28:49
14.62276 ,-90.5600397,474,2017-10-0914:28:50
14.623372,-90.5605227,426,2017-10-0914:28:51
14.623756,-90.5604157,458,2017-10-0914:28:52
14.623559,-90.5608987,268,2017-10-0914:28:53
14.623403,-90.5611777,459,2017-10-0914:28:54
14.622832,-90.5621437,317,2017-10-0914:28:55
14.622375,-90.5621757,464,2017-10-0914:28:56
14.621534,-90.5616817,372,2017-10-0914:28:57
14.621212,-90.5612097,488,2017-10-0914:28:58
14.621866,-90.5600727,389,2017-10-0914:28:59
14.620039,-90.5591287,392,2017-10-0914:29:00
14.617329 ,-90.5577767,424,2017-10-0914:29:01
14.599791,-90.5603007,462,2017-10-0914:29:02
14.600165,-90.5613953,446,2017-10-0914:29:03
14.600617,-90.5621353,368,2017-10-0914:29:04
14.60123,-90.5626773,425,2017-10-0914:29:05
14.602154,-90.5626453,300,2017-10-0914:29:06
14.602154,-90.5626453,465,2017-10-0914:29:07
14.603306,-90.5619693,273,2017-10-0914:29:08
14.6051149,-90.5603469,308,2017-10-0914:29:09
14.604715,-90.5609583,394,2017-10-0914:29:10
14.605338,-90.5605023,310,2017-10-0914:29:11
14.606263,-90.5599273,466,2017-10-0914:29:12
14.607182,-90.5591653,455,2017-10-0914:29:13
14.608106,-90.5585483,312,2017-10-0914:29:14
14.608615, -90.5581243,449,2017-10-0914:29:15
14.609274,-90.5577433,312,2017-10-0914:29:16
14.6117038 ,-90.5554317,289,2017-10-0914:29:17
14.611086,-90.5565153,391,2017-10-0914:29:18
14.611719,-90.5560973,486,2017-10-0914:29:19
14.611719,-90.5560973,461,2017-10-0914:29:20
14.612887,-90.5555983,345,2017-10-0914:29:21
14.613681 ,-90.5553033,350,2017-10-0914:29:22
14.614631,-90.5552983,370,2017-10-0914:29:23
14.618472,-90.5579157,276,2017-10-0914:29:24
14.619437,-90.5585167,312,2017-10-0914:29:25
14.620683,-90.5592247,427,2017-10-0914:29:26
14.62141,-90.5596217,293,2017-10-0914:29:27
14.62276 ,-90.5600397,379,2017-10-0914:29:28
14.623372,-90.5605227,444,2017-10-0914:29:29
14.623756,-90.5604157,257,2017-10-0914:29:30
14.623559,-90.5608987,268,2017-10-0914:29:31
14.623403,-90.5611777,385,2017-10-0914:29:32
14.622832,-90.5621437,263,2017-10-0914:29:33
14.622375,-90.5621757,419,2017-10-0914:29:34
14.621534,-90.5616817,448,2017-10-0914:29:35
14.621212,-90.5612097,429,2017-10-0914:29:36
14.621866,-90.5600727,482,2017-10-0914:29:37
14.620039,-90.5591287,280,2017-10-0914:29:38
